10 6.9e-05
60 0.000298
110 0.000491
160 0.000751
210 0.00105
260 0.001179
310 0.001474
360 0.001919
410 0.002085
460 0.002123
510 0.003417
560 0.002924
610 0.003089
660 0.003194
710 0.00342
760 0.003678
810 0.003875
860 0.00518
910 0.006
960 0.006674
1010 0.007085
1060 0.006756
1110 0.007561
1160 0.006882
1210 0.006578
1260 0.007467
1310 0.007611
1360 0.008693
1410 0.007147
1460 0.009034
1510 0.008024
1560 0.009063
1610 0.009
1660 0.008645
1710 0.008852
1760 0.010881
1810 0.00995
1860 0.011838
1910 0.010453
1960 0.010076
2010 0.011505
2060 0.014028
2110 0.013329
2160 0.015089
2210 0.012213
2260 0.012499
2310 0.012981
2360 0.012617
2410 0.01291
2460 0.012893
2510 0.013005
2560 0.014285
2610 0.014645
2660 0.013802
2710 0.01651
2760 0.015246
2810 0.015912
2860 0.015073
2910 0.014815
2960 0.016115
3010 0.017206
3060 0.016176
3110 0.01802
3160 0.016391
3210 0.016611
3260 0.018675
3310 0.019482
3360 0.016928
3410 0.017381
3460 0.017669
3510 0.017961
3560 0.01793
3610 0.01876
3660 0.018167
3710 0.01864
3760 0.02107
3810 0.019829
3860 0.02025
3910 0.019969
3960 0.024653
4010 0.021659
4060 0.023995
4110 0.024551
4160 0.023755
4210 0.025389
4260 0.024991
4310 0.024851
4360 0.026049
4410 0.027213
4460 0.028232
4510 0.029288
4560 0.028447
4610 0.027131
4660 0.027751
4710 0.02747
4760 0.027952
4810 0.026691
4860 0.029704
4910 0.026176
4960 0.029684
5010 0.027656
5060 0.028929
5110 0.032527
5160 0.029617
5210 0.031516
5260 0.031105
5310 0.027475
5360 0.027997
5410 0.028897
5460 0.029491
5510 0.029993
5560 0.029989
5610 0.031011
5660 0.032362
5710 0.030436
5760 0.032192
5810 0.033476
5860 0.035145
5910 0.030587
5960 0.032347
6010 0.032258
6060 0.032484
6110 0.031462
6160 0.034768
6210 0.035306
6260 0.032138
6310 0.032282
6360 0.03547
6410 0.035493
6460 0.03359
6510 0.036995
6560 0.036139
6610 0.033691
6660 0.034957
6710 0.034099
6760 0.036023
6810 0.035588
6860 0.035875
6910 0.034816
6960 0.036213
7010 0.035526
7060 0.036303
7110 0.0387
7160 0.040399
7210 0.039498
7260 0.036135
7310 0.037636
7360 0.036859
7410 0.037566
7460 0.039805
7510 0.039743
7560 0.040462
7610 0.040742
7660 0.039584
7710 0.041522
7760 0.038173
7810 0.039347
7860 0.041963
7910 0.040534
7960 0.038947
8010 0.040517
8060 0.04335
8110 0.043032
8160 0.043282
8210 0.044363
8260 0.042811
8310 0.042085
8360 0.042868
8410 0.043004
8460 0.043259
