a280
0.10
24.41
16.42
att48
 viajante1 	0.00
 viajante2 	0.04
 viajante3 	0.07
berlin52
 viajante1 	0.00
 viajante2 	0.04
 viajante3 	0.09
ch130
 viajante1 	0.02
 viajante2 	1.20
 viajante3 	1.53
eil101
 viajante1 	0.01
 viajante2 	0.48
 viajante3 	0.70
gr202
 viajante1 	0.31
Command exited with non-zero status 255
 viajante2 	0.02
 viajante3 	6.09
tsp225
 viajante1 	0.05
 viajante2 	10.40
 viajante3 	8.29
pa561
 viajante1 	0.28
 viajante2 	386.52
 viajante3 	139.51
